Month,Day,Hour,Hour_simulation,,"Day_type(0,1)","Building_opening_hours(0,1)","Building_use_intensity(0,1)",External temperture (ºC),Indoor_temperature.FF_θair(ºC) ,,Heating_thermal_load(kW),Cooling_thermal_load(kW),Indoor_temperature.Set-point_θair(ºC) ,,Energy_Heating(kW),Energy_Cooling(kW),Energy_Ventilation(kW),Hot_water(kW),Lighting(kW),Building_background/standby(kW),Others(kW)
Feb,22,14,1262,,1,1,1.00,-3.3,7.68,,236.23,0.00,22.00,,238.92,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,15,1263,,1,1,1.00,-3.3,7.63,,234.13,0.00,22.00,,236.69,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,16,1264,,1,1,1.00,-3.9,7.46,,240.26,0.00,22.00,,243.20,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,17,1265,,1,1,1.00,-3.3,7.41,,237.52,0.00,22.00,,240.28,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,18,1266,,1,1,1.00,-4.4,7.15,,250.70,0.00,22.00,,254.31,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,19,1267,,1,1,1.00,-4.4,7.02,,253.33,0.00,22.00,,257.12,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,20,1268,,1,1,1.00,-5,6.81,,261.25,0.00,22.00,,265.60,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,21,1269,,1,1,1.00,-5.6,6.59,,269.18,0.00,22.00,,274.11,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,22,1270,,1,1,0.77,-5.6,6.86,,32.53,0.00,22.00,,31.66,0.00,0.00,0.61,6.04,6.53,4.16
Feb,22,23,1271,,1,1,0.77,-5.6,6.73,,33.10,0.00,22.00,,32.21,0.00,0.00,0.61,6.04,6.53,4.16
Feb,22,24,1272,,1,1,0.77,-6.7,6.52,,34.70,0.00,22.00,,33.79,0.00,0.00,0.61,6.04,6.53,4.16
Feb,23,1,1273,,1,1,0.77,-7.8,6.29,,36.34,0.00,22.00,,35.41,0.00,0.00,0.61,6.04,6.53,4.16
Feb,23,2,1274,,1,1,0.77,-8.9,6.05,,38.01,0.00,22.00,,37.05,0.00,0.00,0.61,6.04,6.53,4.16
Feb,23,3,1275,,1,1,0.77,-8.9,5.88,,38.59,0.00,22.00,,37.62,0.00,0.00,0.61,6.04,6.53,4.16
Feb,23,4,1276,,1,1,0.77,-10,5.62,,40.21,0.00,22.00,,39.21,0.00,0.00,0.61,6.04,6.53,4.16
Feb,23,5,1277,,1,1,0.77,-11.1,5.34,,41.86,0.00,22.00,,40.84,0.00,0.00,0.61,6.04,6.53,4.16
Feb,23,6,1278,,1,1,0.77,-12.2,5.06,,43.53,0.00,22.00,,42.49,0.00,0.00,0.61,6.04,6.53,4.16
Feb,23,7,1279,,1,1,1.00,-11.7,4.06,,371.27,0.00,22.00,,386.32,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,8,1280,,1,1,1.00,-4.4,5.03,,282.27,0.00,22.00,,288.22,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,9,1281,,1,1,1.00,-2.2,5.48,,241.14,0.00,22.00,,244.13,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,10,1282,,1,1,1.00,-1.1,5.91,,206.65,0.00,22.00,,207.72,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,11,1283,,1,1,1.00,1.1,6.54,,161.36,0.00,22.00,,160.71,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,12,1284,,1,1,1.00,1.7,7.00,,133.46,0.00,22.00,,132.17,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,13,1285,,1,1,1.00,2.8,7.52,,103.92,0.00,22.00,,102.31,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,14,1286,,1,1,1.00,3.9,8.02,,79.08,0.00,22.00,,77.46,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,15,1287,,1,1,1.00,5.6,8.56,,53.70,0.00,22.00,,52.34,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,16,1288,,1,1,1.00,6.1,8.84,,50.46,0.00,22.00,,49.15,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,17,1289,,1,1,1.00,3.3,8.57,,86.55,0.00,22.00,,84.92,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,18,1290,,1,1,1.00,3.3,8.57,,99.19,0.00,22.00,,97.56,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,19,1291,,1,1,1.00,1.1,8.30,,129.23,0.00,22.00,,127.87,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,20,1292,,1,1,1.00,0,8.13,,148.79,0.00,22.00,,147.81,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,21,1293,,1,1,1.00,1.1,8.22,,146.97,0.00,22.00,,145.95,0.00,14.70,0.80,7.88,6.53,5.43
Feb,23,22,1294,,1,1,0.77,0,8.27,,17.28,0.00,22.00,,16.74,0.00,0.00,0.61,6.04,6.53,4.16
Feb,23,23,1295,,1,1,0.77,0.6,8.27,,18.03,0.00,22.00,,17.47,0.00,0.00,0.61,6.04,6.53,4.16
Feb,23,24,1296,,1,1,0.77,3.9,8.51,,15.80,0.00,22.00,,15.31,0.00,0.00,0.61,6.04,6.53,4.16
Feb,24,1,1297,,1,1,0.77,1.7,8.35,,18.70,0.00,22.00,,18.13,0.00,0.00,0.61,6.04,6.53,4.16
Feb,24,2,1298,,1,1,0.77,1.1,8.29,,20.08,0.00,22.00,,19.48,0.00,0.00,0.61,6.04,6.53,4.16
Feb,24,3,1299,,1,1,0.77,3.9,8.49,,17.97,0.00,22.00,,17.42,0.00,0.00,0.61,6.04,6.53,4.16
Feb,24,4,1300,,1,1,0.77,2.2,8.37,,20.07,0.00,22.00,,19.46,0.00,0.00,0.61,6.04,6.53,4.16
Feb,24,5,1301,,1,1,0.77,4.4,8.55,,18.32,0.00,22.00,,17.75,0.00,0.00,0.61,6.04,6.53,4.16
Feb,24,6,1302,,1,1,0.77,2.2,8.40,,20.76,0.00,22.00,,20.13,0.00,0.00,0.61,6.04,6.53,4.16
Feb,24,7,1303,,1,1,1.00,3.9,8.30,,176.56,0.00,22.00,,176.39,0.00,14.70,0.80,7.88,6.53,5.43
Feb,24,8,1304,,1,1,1.00,3.9,8.67,,150.10,0.00,22.00,,149.16,0.00,14.70,0.80,7.88,6.53,5.43
Feb,24,9,1305,,1,1,1.00,7.2,9.34,,104.27,0.00,22.00,,102.66,0.00,14.70,0.80,7.88,6.53,5.43
Feb,24,10,1306,,1,1,1.00,10,10.06,,60.40,0.00,22.00,,58.95,0.00,14.70,0.80,7.88,6.53,5.43
Feb,24,11,1307,,1,1,1.00,10.6,10.52,,39.69,0.00,22.00,,38.58,0.00,14.70,0.80,7.88,6.53,5.43
Feb,24,12,1308,,1,1,1.00,11.7,11.25,,1.41,0.00,22.00,,1.36,0.00,14.70,0.80,7.88,6.53,5.43
Feb,24,13,1309,,1,1,1.00,11.7,11.74,,0.00,15.46,22.21,,0.00,14.95,14.70,0.80,7.88,6.53,5.43
Feb,24,14,1310,,1,1,1.00,12.2,12.22,,0.00,32.19,22.44,,0.00,16.56,14.70,0.80,7.88,6.53,5.43
Feb,24,15,1311,,1,1,1.00,11.7,12.47,,0.00,32.50,22.44,,0.00,16.40,14.70,0.80,7.88,6.53,5.43
Feb,24,16,1312,,1,1,1.00,12.2,12.85,,0.00,42.05,22.57,,0.00,17.84,14.70,0.80,7.88,6.53,5.43
Feb,24,17,1313,,1,1,1.00,12.2,13.01,,0.00,36.40,22.50,,0.00,17.07,14.70,0.80,7.88,6.53,5.43
Feb,24,18,1314,,1,1,1.00,11.1,12.97,,0.00,16.46,22.22,,0.00,14.81,14.70,0.80,7.88,6.53,5.43
Feb,24,19,1315,,1,1,1.00,10.6,13.01,,0.00,2.57,22.04,,0.00,14.23,14.70,0.80,7.88,6.53,5.43
Feb,24,20,1316,,1,1,1.00,-3.9,11.24,,143.63,0.00,22.00,,142.53,0.00,14.70,0.80,7.88,6.53,5.43
Feb,24,21,1317,,1,1,1.00,-7.8,10.51,,196.56,0.00,22.00,,197.18,0.00,14.70,0.80,7.88,6.53,5.43
Feb,24,22,1318,,1,1,0.77,-9.4,10.81,,22.42,0.00,22.00,,21.76,0.00,0.00,0.61,6.04,6.53,4.16
Feb,24,23,1319,,1,1,0.77,-10,10.49,,25.83,0.00,22.00,,25.10,0.00,0.00,0.61,6.04,6.53,4.16
Feb,24,24,1320,,1,1,0.77,-9.4,10.27,,27.71,0.00,22.00,,26.93,0.00,0.00,0.61,6.04,6.53,4.16
Feb,25,1,1321,,1,1,0.77,-10,9.96,,30.40,0.00,22.00,,29.57,0.00,0.00,0.61,6.04,6.53,4.16
Feb,25,2,1322,,1,1,0.77,-10,9.70,,32.26,0.00,22.00,,31.40,0.00,0.00,0.61,6.04,6.53,4.16
Feb,25,3,1323,,1,1,0.77,-10,9.44,,33.87,0.00,22.00,,32.98,0.00,0.00,0.61,6.04,6.53,4.16
Feb,25,4,1324,,1,1,0.77,-10.6,9.14,,35.87,0.00,22.00,,34.94,0.00,0.00,0.61,6.04,6.53,4.16
Feb,25,5,1325,,1,1,0.77,-11.1,8.83,,37.64,0.00,22.00,,36.68,0.00,0.00,0.61,6.04,6.53,4.16
Feb,25,6,1326,,1,1,0.77,-11.1,8.57,,38.77,0.00,22.00,,37.79,0.00,0.00,0.61,6.04,6.53,4.16
Feb,25,7,1327,,1,1,1.00,-10.6,7.43,,341.45,0.00,22.00,,353.04,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,8,1328,,1,1,1.00,-10,7.45,,319.96,0.00,22.00,,329.32,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,9,1329,,1,1,1.00,-8.9,7.53,,296.94,0.00,22.00,,304.15,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,10,1330,,1,1,1.00,-7.2,7.74,,267.34,0.00,22.00,,272.13,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,11,1331,,1,1,1.00,-5.6,7.93,,242.47,0.00,22.00,,245.55,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,12,1332,,1,1,1.00,-4.4,8.19,,216.07,0.00,22.00,,217.62,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,13,1333,,1,1,1.00,-2.2,8.76,,169.18,0.00,22.00,,168.76,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,14,1334,,1,1,1.00,-1.1,9.13,,142.92,0.00,22.00,,141.81,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,15,1335,,1,1,1.00,0.6,9.44,,123.75,0.00,22.00,,122.32,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,16,1336,,1,1,1.00,1.7,9.73,,108.77,0.00,22.00,,107.18,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,17,1337,,1,1,1.00,0.6,9.61,,124.68,0.00,22.00,,123.26,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,18,1338,,1,1,1.00,-2.2,9.14,,164.74,0.00,22.00,,164.19,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,19,1339,,1,1,1.00,-3.9,8.79,,191.08,0.00,22.00,,191.46,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,20,1340,,1,1,1.00,-4.4,8.56,,205.59,0.00,22.00,,206.62,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,21,1341,,1,1,1.00,-5,8.31,,219.97,0.00,22.00,,221.73,0.00,14.70,0.80,7.88,6.53,5.43
Feb,25,22,1342,,1,1,0.77,-6.1,8.52,,26.37,0.00,22.00,,25.62,0.00,0.00,0.61,6.04,6.53,4.16
Feb,25,23,1343,,1,1,0.77,-6.7,8.31,,28.50,0.00,22.00,,27.70,0.00,0.00,0.61,6.04,6.53,4.16
Feb,25,24,1344,,1,1,0.77,-6.7,8.14,,29.86,0.00,22.00,,29.04,0.00,0.00,0.61,6.04,6.53,4.16
Feb,26,1,1345,,1,1,0.77,-6.7,7.97,,31.05,0.00,22.00,,30.20,0.00,0.00,0.61,6.04,6.53,4.16
Feb,26,2,1346,,1,1,0.77,-6.1,7.85,,31.46,0.00,22.00,,30.61,0.00,0.00,0.61,6.04,6.53,4.16
Feb,26,3,1347,,1,1,0.77,-6.7,7.65,,32.89,0.00,22.00,,32.02,0.00,0.00,0.61,6.04,6.53,4.16
Feb,26,4,1348,,1,1,0.77,-6.7,7.49,,33.67,0.00,22.00,,32.77,0.00,0.00,0.61,6.04,6.53,4.16
Feb,26,5,1349,,1,1,0.77,-7.2,7.30,,34.84,0.00,22.00,,33.93,0.00,0.00,0.61,6.04,6.53,4.16
Feb,26,6,1350,,1,1,0.77,-7.2,7.13,,35.46,0.00,22.00,,34.54,0.00,0.00,0.61,6.04,6.53,4.16
Feb,26,7,1351,,1,1,1.00,-6.7,6.34,,306.30,0.00,22.00,,314.35,0.00,14.70,0.80,7.88,6.53,5.43
Feb,26,8,1352,,1,1,1.00,-3.3,6.84,,256.08,0.00,22.00,,260.06,0.00,14.70,0.80,7.88,6.53,5.43
Feb,26,9,1353,,1,1,1.00,0.6,7.49,,201.37,0.00,22.00,,202.20,0.00,14.70,0.80,7.88,6.53,5.43
Feb,26,10,1354,,1,1,1.00,6.1,8.52,,124.10,0.00,22.00,,122.67,0.00,14.70,0.80,7.88,6.53,5.43
Feb,26,11,1355,,1,1,1.00,9.4,9.34,,71.32,0.00,22.00,,69.76,0.00,14.70,0.80,7.88,6.53,5.43
Feb,26,12,1356,,1,1,1.00,13.9,10.46,,2.21,0.00,22.00,,2.13,0.00,14.70,0.80,7.88,6.53,5.43
Feb,26,13,1357,,1,1,1.00,15.6,11.26,,0.00,36.27,22.49,,0.00,18.51,14.70,0.80,7.88,6.53,5.43
Feb,26,14,1358,,1,1,1.00,15.6,11.74,,0.00,51.25,22.70,,0.00,21.06,14.70,0.80,7.88,6.53,5.43
Feb,26,15,1359,,1,1,1.00,14.4,11.96,,0.00,47.84,22.65,,0.00,19.80,14.70,0.80,7.88,6.53,5.43
Feb,26,16,1360,,1,1,1.00,15.6,12.49,,0.00,67.62,22.92,,0.00,24.51,14.70,0.80,7.88,6.53,5.43
Feb,26,17,1361,,1,1,1.00,14.4,12.61,,0.00,57.84,22.79,,0.00,21.67,14.70,0.80,7.88,6.53,5.43
Feb,26,18,1362,,1,1,1.00,7.8,11.93,,10.79,0.00,22.00,,10.43,0.00,14.70,0.80,7.88,6.53,5.43
Feb,26,19,1363,,1,1,1.00,3.3,11.40,,66.38,0.00,22.00,,64.86,0.00,14.70,0.80,7.88,6.53,5.43
Feb,26,20,1364,,1,1,1.00,2.2,11.20,,90.50,0.00,22.00,,88.86,0.00,14.70,0.80,7.88,6.53,5.43
Feb,26,21,1365,,1,1,1.00,1.1,10.99,,113.33,0.00,22.00,,111.79,0.00,14.70,0.80,7.88,6.53,5.43
Feb,26,22,1366,,1,1,0.77,1.1,11.20,,11.06,0.00,22.00,,10.70,0.00,0.00,0.61,6.04,6.53,4.16
Feb,26,23,1367,,1,1,0.77,1.1,11.12,,13.01,0.00,22.00,,12.59,0.00,0.00,0.61,6.04,6.53,4.16
Feb,26,24,1368,,1,1,0.77,0,10.95,,15.81,0.00,22.00,,15.31,0.00,0.00,0.61,6.04,6.53,4.16
Feb,27,1,1369,,1,1,0.77,1.1,10.94,,16.25,0.00,22.00,,15.74,0.00,0.00,0.61,6.04,6.53,4.16
Feb,27,2,1370,,1,1,0.77,0.6,10.83,,18.00,0.00,22.00,,17.45,0.00,0.00,0.61,6.04,6.53,4.16
Feb,27,3,1371,,1,1,0.77,0,10.70,,19.73,0.00,22.00,,19.13,0.00,0.00,0.61,6.04,6.53,4.16
Feb,27,4,1372,,1,1,0.77,0,10.60,,20.75,0.00,22.00,,20.13,0.00,0.00,0.61,6.04,6.53,4.16
Feb,27,5,1373,,1,1,0.77,0,10.52,,21.64,0.00,22.00,,21.00,0.00,0.00,0.61,6.04,6.53,4.16
Feb,27,6,1374,,1,1,0.77,0.6,10.48,,21.80,0.00,22.00,,21.15,0.00,0.00,0.61,6.04,6.53,4.16
Feb,27,7,1375,,1,1,1.00,1.7,10.06,,195.26,0.00,22.00,,195.82,0.00,14.70,0.80,7.88,6.53,5.43
Feb,27,8,1376,,1,1,1.00,3.3,10.41,,164.55,0.00,22.00,,163.99,0.00,14.70,0.80,7.88,6.53,5.43
Feb,27,9,1377,,1,1,1.00,5,10.69,,141.98,0.00,22.00,,140.85,0.00,14.70,0.80,7.88,6.53,5.43
Feb,27,10,1378,,1,1,1.00,7.8,11.16,,108.53,0.00,22.00,,106.94,0.00,14.70,0.80,7.88,6.53,5.43
Feb,27,11,1379,,1,1,1.00,11.1,11.91,,58.23,0.00,22.00,,56.81,0.00,14.70,0.80,7.88,6.53,5.43
Feb,27,12,1380,,1,1,1.00,13.3,12.69,,11.34,0.00,22.00,,10.96,0.00,14.70,0.80,7.88,6.53,5.43
Feb,27,13,1381,,1,1,1.00,15,13.36,,0.00,22.72,22.31,,0.00,16.63,14.70,0.80,7.88,6.53,5.43
Feb,27,14,1382,,1,1,1.00,15.6,13.98,,0.00,52.42,22.71,,0.00,21.28,14.70,0.80,7.88,6.53,5.43
Feb,27,15,1383,,1,1,1.00,15,14.26,,0.00,57.33,22.78,,0.00,21.91,14.70,0.80,7.88,6.53,5.43
Feb,27,16,1384,,1,1,1.00,13.3,14.27,,0.00,42.44,22.58,,0.00,18.39,14.70,0.80,7.88,6.53,5.43
Feb,27,17,1385,,1,1,1.00,12.2,14.29,,0.00,29.04,22.40,,0.00,16.21,14.70,0.80,7.88,6.53,5.43
Feb,27,18,1386,,1,1,1.00,11.1,14.22,,0.00,9.68,22.13,,0.00,14.50,14.70,0.80,7.88,6.53,5.43
Feb,27,19,1387,,1,1,1.00,9.4,14.08,,15.32,0.00,22.00,,14.82,0.00,14.70,0.80,7.88,6.53,5.43
Feb,27,20,1388,,1,1,1.00,8.3,13.97,,35.42,0.00,22.00,,34.40,0.00,14.70,0.80,7.88,6.53,5.43
Feb,27,21,1389,,1,1,1.00,7.2,13.83,,54.77,0.00,22.00,,53.39,0.00,14.70,0.80,7.88,6.53,5.43
Feb,27,22,1390,,1,1,0.77,6.7,13.92,,4.66,0.00,22.00,,4.50,0.00,0.00,0.61,6.04,6.53,4.16
Feb,27,23,1391,,1,1,0.77,5.6,13.80,,7.31,0.00,22.00,,7.07,0.00,0.00,0.61,6.04,6.53,4.16
Feb,27,24,1392,,1,1,0.77,4.4,13.66,,9.95,0.00,22.00,,9.63,0.00,0.00,0.61,6.04,6.53,4.16
Feb,28,1,1393,,1,1,0.77,3.3,13.50,,12.41,0.00,22.00,,12.01,0.00,0.00,0.61,6.04,6.53,4.16
Feb,28,2,1394,,1,1,0.77,3.9,13.47,,13.07,0.00,22.00,,12.65,0.00,0.00,0.61,6.04,6.53,4.16
Feb,28,3,1395,,1,1,0.77,3.9,13.40,,14.10,0.00,22.00,,13.65,0.00,0.00,0.61,6.04,6.53,4.16
Feb,28,4,1396,,1,1,0.77,2.2,13.19,,16.72,0.00,22.00,,16.20,0.00,0.00,0.61,6.04,6.53,4.16
Feb,28,5,1397,,1,1,0.77,1.1,13.00,,18.76,0.00,22.00,,18.19,0.00,0.00,0.61,6.04,6.53,4.16
Feb,28,6,1398,,1,1,0.77,1.1,12.89,,19.67,0.00,22.00,,19.07,0.00,0.00,0.61,6.04,6.53,4.16
Feb,28,7,1399,,1,1,1.00,1.7,12.27,,187.00,0.00,22.00,,187.22,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,8,1400,,1,1,1.00,3.3,12.54,,159.77,0.00,22.00,,159.07,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,9,1401,,1,1,1.00,5.6,12.90,,128.56,0.00,22.00,,127.20,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,10,1402,,1,1,1.00,8.9,13.47,,85.37,0.00,22.00,,83.73,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,11,1403,,1,1,1.00,10,13.81,,64.46,0.00,22.00,,62.96,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,12,1404,,1,1,1.00,8.3,13.94,,60.40,0.00,22.00,,58.95,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,13,1405,,1,1,1.00,8.3,14.19,,48.65,0.00,22.00,,47.37,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,14,1406,,1,1,1.00,8.3,14.49,,34.21,0.00,22.00,,33.21,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,15,1407,,1,1,1.00,5,14.06,,74.27,0.00,22.00,,72.69,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,16,1408,,1,1,1.00,0.6,13.44,,124.10,0.00,22.00,,122.67,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,17,1409,,1,1,1.00,0.6,13.28,,134.42,0.00,22.00,,133.14,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,18,1410,,1,1,1.00,0.6,13.11,,144.19,0.00,22.00,,143.11,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,19,1411,,1,1,1.00,0.6,12.95,,152.27,0.00,22.00,,151.38,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,20,1412,,1,1,1.00,0.6,12.80,,159.26,0.00,22.00,,158.55,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,21,1413,,1,1,1.00,0.6,12.65,,165.30,0.00,22.00,,164.77,0.00,14.70,0.80,7.88,6.53,5.43
Feb,28,22,1414,,1,1,0.77,1.7,13.01,,17.67,0.00,22.00,,17.12,0.00,0.00,0.61,6.04,6.53,4.16
Feb,28,23,1415,,1,1,0.77,2.8,12.99,,17.47,0.00,22.00,,16.93,0.00,0.00,0.61,6.04,6.53,4.16
Feb,28,24,1416,,1,1,0.77,3.9,13.00,,17.05,0.00,22.00,,16.52,0.00,0.00,0.61,6.04,6.53,4.16
Mar,1,1,1417,,1,1,0.77,5,13.03,,16.43,0.00,22.00,,15.92,0.00,0.00,0.61,6.04,6.53,3.76
Mar,1,2,1418,,1,1,0.77,6.1,13.08,,15.65,0.00,22.00,,15.16,0.00,0.00,0.61,6.04,6.53,3.76
Mar,1,3,1419,,1,1,0.77,7.2,13.15,,14.72,0.00,22.00,,14.25,0.00,0.00,0.61,6.04,6.53,3.76
Mar,1,4,1420,,1,1,0.77,8.3,13.24,,13.67,0.00,22.00,,13.23,0.00,0.00,0.61,6.04,6.53,3.76
Mar,1,5,1421,,1,1,0.77,5.6,13.03,,16.35,0.00,22.00,,15.84,0.00,0.00,0.61,6.04,6.53,3.76
Mar,1,6,1422,,1,1,0.77,4.4,12.90,,17.77,0.00,22.00,,17.22,0.00,0.00,0.61,6.04,6.53,3.76
Mar,1,7,1423,,1,1,1.00,4.4,12.43,,166.89,0.00,22.00,,166.40,0.00,14.70,0.80,7.88,6.53,4.91
Mar,1,8,1424,,1,1,1.00,6.1,12.79,,135.28,0.00,22.00,,134.02,0.00,14.70,0.80,7.88,6.53,4.91
Mar,1,9,1425,,1,1,1.00,7.2,13.06,,113.51,0.00,22.00,,111.96,0.00,14.70,0.80,7.88,6.53,4.91
Mar,1,10,1426,,1,1,1.00,11.1,13.85,,56.46,0.00,22.00,,55.06,0.00,14.70,0.80,7.88,6.53,4.91
Mar,1,11,1427,,1,1,1.00,12.8,14.41,,22.49,0.00,22.00,,21.79,0.00,14.70,0.80,7.88,6.53,4.91
Mar,1,12,1428,,1,1,1.00,15,15.20,,0.00,25.15,22.34,,0.00,16.87,14.70,0.80,7.88,6.53,4.91
Mar,1,13,1429,,1,1,1.00,14.4,15.58,,0.00,40.23,22.55,,0.00,18.56,14.70,0.80,7.88,6.53,4.91
Mar,1,14,1430,,1,1,1.00,14.4,15.98,,0.00,57.50,22.78,,0.00,21.60,14.70,0.80,7.88,6.53,4.91
Mar,1,15,1431,,1,1,1.00,14.4,16.14,,0.00,56.85,22.77,,0.00,21.47,14.70,0.80,7.88,6.53,4.91
Mar,1,16,1432,,1,1,1.00,13.3,16.15,,0.00,46.00,22.63,,0.00,18.95,14.70,0.80,7.88,6.53,4.91
Mar,1,17,1433,,1,1,1.00,12.2,16.10,,0.00,30.26,22.41,,0.00,16.34,14.70,0.80,7.88,6.53,4.91
Mar,1,18,1434,,1,1,1.00,11.7,16.08,,0.00,17.36,22.24,,0.00,15.06,14.70,0.80,7.88,6.53,4.91
Mar,1,19,1435,,1,1,1.00,2.8,14.98,,74.52,0.00,22.00,,72.93,0.00,14.70,0.80,7.88,6.53,4.91
Mar,1,20,1436,,1,1,1.00,-0.6,14.39,,120.08,0.00,22.00,,118.61,0.00,14.70,0.80,7.88,6.53,4.91
Mar,1,21,1437,,1,1,1.00,-1.7,14.03,,143.93,0.00,22.00,,142.85,0.00,14.70,0.80,7.88,6.53,4.91
Mar,1,22,1438,,1,1,0.77,-2.8,14.30,,15.91,0.00,22.00,,15.41,0.00,0.00,0.61,6.04,6.53,3.76
Mar,1,23,1439,,1,1,0.77,-3.9,14.00,,19.20,0.00,22.00,,18.62,0.00,0.00,0.61,6.04,6.53,3.76
Mar,1,24,1440,,1,1,0.77,-3.9,13.78,,21.19,0.00,22.00,,20.56,0.00,0.00,0.61,6.04,6.53,3.76
Mar,2,1,1441,,1,1,0.77,-4.4,13.51,,23.41,0.00,22.00,,22.73,0.00,0.00,0.61,6.04,6.53,3.76
Mar,2,2,1442,,1,1,0.77,-5,13.24,,25.55,0.00,22.00,,24.82,0.00,0.00,0.61,6.04,6.53,3.76
Mar,2,3,1443,,1,1,0.77,-5,13.01,,26.93,0.00,22.00,,26.16,0.00,0.00,0.61,6.04,6.53,3.76
Mar,2,4,1444,,1,1,0.77,-5,12.78,,28.12,0.00,22.00,,27.33,0.00,0.00,0.61,6.04,6.53,3.76
Mar,2,5,1445,,1,1,0.77,-5,12.56,,29.15,0.00,22.00,,28.34,0.00,0.00,0.61,6.04,6.53,3.76
Mar,2,6,1446,,1,1,0.77,-5,12.34,,30.04,0.00,22.00,,29.21,0.00,0.00,0.61,6.04,6.53,3.76
Mar,2,7,1447,,1,1,1.00,-5,11.27,,273.89,0.00,22.00,,279.19,0.00,14.70,0.80,7.88,6.53,4.91
Mar,2,8,1448,,1,1,1.00,-5.6,11.16,,264.32,0.00,22.00,,268.89,0.00,14.70,0.80,7.88,6.53,4.91
Mar,2,9,1449,,1,1,1.00,-3.9,11.16,,247.89,0.00,22.00,,251.32,0.00,14.70,0.80,7.88,6.53,4.91
Mar,2,10,1450,,1,1,1.00,-1.7,11.33,,221.20,0.00,22.00,,223.03,0.00,14.70,0.80,7.88,6.53,4.91
Mar,2,11,1451,,1,1,1.00,1.1,11.76,,179.44,0.00,22.00,,179.37,0.00,14.70,0.80,7.88,6.53,4.91
Mar,2,12,1452,,1,1,1.00,1.7,12.03,,153.18,0.00,22.00,,152.31,0.00,14.70,0.80,7.88,6.53,4.91
Mar,2,13,1453,,1,1,1.00,5,12.63,,106.09,0.00,22.00,,104.49,0.00,14.70,0.80,7.88,6.53,4.91
Mar,2,14,1454,,1,1,1.00,6.7,13.07,,76.43,0.00,22.00,,74.83,0.00,14.70,0.80,7.88,6.53,4.91
Mar,2,15,1455,,1,1,1.00,6.7,13.24,,70.04,0.00,22.00,,68.49,0.00,14.70,0.80,7.88,6.53,4.91
Mar,2,16,1456,,1,1,1.00,6.1,13.22,,77.31,0.00,22.00,,75.71,0.00,14.70,0.80,7.88,6.53,4.91
Mar,2,17,1457,,1,1,1.00,5,13.07,,93.92,0.00,22.00,,92.28,0.00,14.70,0.80,7.88,6.53,4.91
