Month,Day,Hour,Hour_simulation,,"Day_type(0,1)","Building_opening_hours(0,1)","Building_use_intensity(0,1)",External temperture (ºC),Indoor_temperature.FF_θair(ºC) ,,Heating_thermal_load(kW),Cooling_thermal_load(kW),Indoor_temperature.Set-point_θair(ºC) ,,Energy_Heating(kW),Energy_Cooling(kW),Energy_Ventilation(kW),Hot_water(kW),Lighting(kW),Building_background/standby(kW),Others(kW)
Aug,5,20,5204,,1,1,1.00,27.2,34.75,,0.00,160.81,24.00,,0.00,64.63,14.70,0.80,7.88,6.53,4.91
Aug,5,21,5205,,1,1,1.00,27.2,34.71,,0.00,155.56,24.00,,0.00,63.58,14.70,0.80,7.88,6.53,4.91
Aug,5,22,5206,,1,1,0.77,26.1,34.77,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,5,23,5207,,1,1,0.77,25,34.62,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,5,24,5208,,1,1,0.77,23.3,34.41,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,6,1,5209,,1,1,0.77,23.3,34.31,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,6,2,5210,,1,1,0.77,23.3,34.22,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,6,3,5211,,1,1,0.77,22.8,34.08,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,6,4,5212,,1,1,0.77,21.7,33.89,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,6,5,5213,,1,1,0.77,21.1,33.72,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,6,6,5214,,1,1,0.77,21.7,33.64,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,6,7,5215,,1,1,1.00,22.2,33.04,,0.00,51.45,24.00,,0.00,25.08,14.70,0.80,7.88,6.53,4.91
Aug,6,8,5216,,1,1,1.00,24.4,33.43,,0.00,89.13,24.00,,0.00,38.49,14.70,0.80,7.88,6.53,4.91
Aug,6,9,5217,,1,1,1.00,25.6,33.61,,0.00,107.29,24.00,,0.00,46.39,14.70,0.80,7.88,6.53,4.91
Aug,6,10,5218,,1,1,1.00,29,34.12,,0.00,147.35,24.00,,0.00,64.67,14.70,0.80,7.88,6.53,4.91
Aug,6,11,5219,,1,1,1.00,31.1,34.53,,0.00,175.63,24.00,,0.00,72.79,14.70,0.80,7.88,6.53,4.91
Aug,6,12,5220,,1,1,1.00,32.2,34.85,,0.00,194.23,24.00,,0.00,73.29,14.70,0.80,7.88,6.53,4.91
Aug,6,13,5221,,1,1,1.00,33.3,35.18,,0.00,211.79,24.00,,0.00,69.10,14.70,0.80,7.88,6.53,4.91
Aug,6,14,5222,,1,1,1.00,31.7,35.19,,0.00,203.70,24.00,,0.00,70.68,14.70,0.80,7.88,6.53,4.91
Aug,6,15,5223,,1,1,1.00,28.3,34.90,,0.00,175.47,24.00,,0.00,68.39,14.70,0.80,7.88,6.53,4.91
Aug,6,16,5224,,1,1,1.00,22.2,34.13,,0.00,114.16,24.00,,0.00,44.20,14.70,0.80,7.88,6.53,4.91
Aug,6,17,5225,,1,1,1.00,22.8,34.06,,0.00,111.87,24.00,,0.00,44.25,14.70,0.80,7.88,6.53,4.91
Aug,6,18,5226,,1,1,1.00,20,33.57,,0.00,79.04,24.00,,0.00,30.90,14.70,0.80,7.88,6.53,4.91
Aug,6,19,5227,,1,1,1.00,21.1,33.54,,0.00,83.28,24.00,,0.00,33.17,14.70,0.80,7.88,6.53,4.91
Aug,6,20,5228,,1,1,1.00,21.7,33.46,,0.00,82.94,24.00,,0.00,33.65,14.70,0.80,7.88,6.53,4.91
Aug,6,21,5229,,1,1,1.00,20.6,33.18,,0.00,68.01,24.00,,0.00,28.28,14.70,0.80,7.88,6.53,4.91
Aug,6,22,5230,,1,1,0.77,19.4,33.36,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,6,23,5231,,1,1,0.77,20,33.26,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,6,24,5232,,1,1,0.77,18.9,33.03,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,7,1,5233,,1,1,0.77,19.4,32.91,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,7,2,5234,,1,1,0.77,19.4,32.77,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,7,3,5235,,1,1,0.77,20,32.68,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,7,4,5236,,1,1,0.77,17.2,32.32,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,7,5,5237,,1,1,0.77,16.7,32.10,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,7,6,5238,,1,1,0.77,20,32.20,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,7,7,5239,,1,1,1.00,20.6,31.60,,0.00,19.20,24.00,,0.00,18.49,14.70,0.80,7.88,6.53,4.91
Aug,7,8,5240,,1,1,1.00,22.2,31.91,,0.00,52.95,24.00,,0.00,25.45,14.70,0.80,7.88,6.53,4.91
Aug,7,9,5241,,1,1,1.00,25,32.28,,0.00,87.72,24.00,,0.00,38.67,14.70,0.80,7.88,6.53,4.91
Aug,7,10,5242,,1,1,1.00,27.2,32.70,,0.00,121.52,24.00,,0.00,53.73,14.70,0.80,7.88,6.53,4.91
Aug,7,11,5243,,1,1,1.00,31.1,33.32,,0.00,166.20,24.00,,0.00,71.98,14.70,0.80,7.88,6.53,4.91
Aug,7,12,5244,,1,1,1.00,32.8,33.75,,0.00,191.59,24.00,,0.00,74.46,14.70,0.80,7.88,6.53,4.91
Aug,7,13,5245,,1,1,1.00,32.2,33.92,,0.00,195.75,24.00,,0.00,73.02,14.70,0.80,7.88,6.53,4.91
Aug,7,14,5246,,1,1,1.00,33.9,34.38,,0.00,220.50,24.00,,0.00,64.84,14.70,0.80,7.88,6.53,4.91
Aug,7,15,5247,,1,1,1.00,33.3,34.48,,0.00,217.00,24.00,,0.00,66.63,14.70,0.80,7.88,6.53,4.91
Aug,7,16,5248,,1,1,1.00,32.8,34.61,,0.00,216.12,24.00,,0.00,66.87,14.70,0.80,7.88,6.53,4.91
Aug,7,17,5249,,1,1,1.00,30.6,34.46,,0.00,194.82,24.00,,0.00,71.25,14.70,0.80,7.88,6.53,4.91
Aug,7,18,5250,,1,1,1.00,30,34.46,,0.00,187.23,24.00,,0.00,71.15,14.70,0.80,7.88,6.53,4.91
Aug,7,19,5251,,1,1,1.00,27.8,34.23,,0.00,163.39,24.00,,0.00,66.07,14.70,0.80,7.88,6.53,4.91
Aug,7,20,5252,,1,1,1.00,24.4,33.78,,0.00,126.47,24.00,,0.00,51.16,14.70,0.80,7.88,6.53,4.91
Aug,7,21,5253,,1,1,1.00,22.2,33.41,,0.00,100.14,24.00,,0.00,39.68,14.70,0.80,7.88,6.53,4.91
Aug,7,22,5254,,1,1,0.77,22.2,33.66,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,7,23,5255,,1,1,0.77,21.7,33.51,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,7,24,5256,,1,1,0.77,21.7,33.40,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,8,1,5257,,1,1,0.77,21.1,33.24,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,8,2,5258,,1,1,0.77,19.4,32.98,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,8,3,5259,,1,1,0.77,18.9,32.79,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,8,4,5260,,1,1,0.77,20,32.73,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,8,5,5261,,1,1,0.77,17.8,32.42,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,8,6,5262,,1,1,0.77,18.9,32.35,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,8,7,5263,,1,1,1.00,21.1,31.87,,0.00,30.55,24.00,,0.00,20.18,14.70,0.80,7.88,6.53,4.91
Aug,8,8,5264,,1,1,1.00,23.9,32.33,,0.00,74.51,24.00,,0.00,33.07,14.70,0.80,7.88,6.53,4.91
Aug,8,9,5265,,1,1,1.00,26.1,32.68,,0.00,104.60,24.00,,0.00,46.09,14.70,0.80,7.88,6.53,4.91
Aug,8,10,5266,,1,1,1.00,27.8,33.02,,0.00,130.94,24.00,,0.00,57.84,14.70,0.80,7.88,6.53,4.91
Aug,8,11,5267,,1,1,1.00,30.6,33.56,,0.00,169.30,24.00,,0.00,71.51,14.70,0.80,7.88,6.53,4.91
Aug,8,12,5268,,1,1,1.00,31.7,33.89,,0.00,188.07,24.00,,0.00,73.44,14.70,0.80,7.88,6.53,4.91
Aug,8,13,5269,,1,1,1.00,32.2,34.23,,0.00,204.98,24.00,,0.00,70.78,14.70,0.80,7.88,6.53,4.91
Aug,8,14,5270,,1,1,1.00,33.3,34.59,,0.00,222.05,24.00,,0.00,63.85,14.70,0.80,7.88,6.53,4.91
Aug,8,15,5271,,1,1,1.00,31.7,34.61,,0.00,212.17,24.00,,0.00,67.95,14.70,0.80,7.88,6.53,4.91
Aug,8,16,5272,,1,1,1.00,32.2,34.80,,0.00,216.50,24.00,,0.00,66.42,14.70,0.80,7.88,6.53,4.91
Aug,8,17,5273,,1,1,1.00,31.1,34.76,,0.00,203.65,24.00,,0.00,70.12,14.70,0.80,7.88,6.53,4.91
Aug,8,18,5274,,1,1,1.00,26.7,34.28,,0.00,160.65,24.00,,0.00,63.79,14.70,0.80,7.88,6.53,4.91
Aug,8,19,5275,,1,1,1.00,26.1,34.16,,0.00,147.98,24.00,,0.00,60.00,14.70,0.80,7.88,6.53,4.91
Aug,8,20,5276,,1,1,1.00,22.8,33.68,,0.00,111.43,24.00,,0.00,44.10,14.70,0.80,7.88,6.53,4.91
Aug,8,21,5277,,1,1,1.00,22.2,33.49,,0.00,99.33,24.00,,0.00,39.42,14.70,0.80,7.88,6.53,4.91
Aug,8,22,5278,,1,1,0.77,21.7,33.69,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,8,23,5279,,1,1,0.77,20,33.44,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,8,24,5280,,1,1,0.77,18.3,33.15,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,9,1,5281,,1,1,0.77,18.9,33.03,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,9,2,5282,,1,1,0.77,18.9,32.88,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,9,3,5283,,1,1,0.77,18.3,32.68,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,9,4,5284,,1,1,0.77,18.3,32.52,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,9,5,5285,,1,1,0.77,17.8,32.32,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,9,6,5286,,1,1,0.77,17.2,32.11,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,9,7,5287,,1,1,1.00,17.2,31.22,,10.12,0.00,23.83,,9.78,0.00,14.70,0.80,7.88,6.53,4.91
Aug,9,8,5288,,1,1,1.00,16.1,31.05,,9.60,0.00,23.84,,9.29,0.00,14.70,0.80,7.88,6.53,4.91
Aug,9,9,5289,,1,1,1.00,15.6,30.78,,14.84,0.00,23.76,,14.37,0.00,14.70,0.80,7.88,6.53,4.91
Aug,9,10,5290,,1,1,1.00,15.6,30.58,,16.56,0.00,23.73,,16.05,0.00,14.70,0.80,7.88,6.53,4.91
Aug,9,11,5291,,1,1,1.00,14.4,30.24,,27.49,0.00,23.55,,26.71,0.00,14.70,0.80,7.88,6.53,4.91
Aug,9,12,5292,,1,1,1.00,14.4,30.03,,29.81,0.00,23.51,,28.99,0.00,14.70,0.80,7.88,6.53,4.91
Aug,9,13,5293,,1,1,1.00,17.2,30.22,,8.91,0.00,23.85,,8.61,0.00,14.70,0.80,7.88,6.53,4.91
Aug,9,14,5294,,1,1,1.00,17.2,30.08,,7.74,0.00,23.87,,7.48,0.00,14.70,0.80,7.88,6.53,4.91
Aug,9,15,5295,,1,1,1.00,18.3,30.17,,0.00,8.09,24.00,,0.00,16.86,14.70,0.80,7.88,6.53,4.91
Aug,9,16,5296,,1,1,1.00,18.9,30.16,,0.00,17.38,24.00,,0.00,17.64,14.70,0.80,7.88,6.53,4.91
Aug,9,17,5297,,1,1,1.00,18.9,30.08,,0.00,20.43,24.00,,0.00,17.92,14.70,0.80,7.88,6.53,4.91
Aug,9,18,5298,,1,1,1.00,18.9,29.95,,0.00,19.05,24.00,,0.00,17.79,14.70,0.80,7.88,6.53,4.91
Aug,9,19,5299,,1,1,1.00,18.3,29.75,,0.00,12.12,24.00,,0.00,17.04,14.70,0.80,7.88,6.53,4.91
Aug,9,20,5300,,1,1,1.00,17.2,29.48,,0.00,0.68,24.00,,0.00,16.36,14.70,0.80,7.88,6.53,4.91
Aug,9,21,5301,,1,1,1.00,16.7,29.26,,4.57,0.00,23.92,,4.41,0.00,14.70,0.80,7.88,6.53,4.91
Aug,9,22,5302,,1,1,0.77,15.6,29.45,,0.00,0.00,23.97,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,9,23,5303,,1,1,0.77,12.8,29.07,,0.00,0.00,23.69,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,9,24,5304,,1,1,0.77,13.3,28.91,,0.00,0.00,23.64,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,10,1,5305,,1,1,0.77,13.9,28.78,,0.00,0.00,23.60,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,10,2,5306,,1,1,0.77,13.9,28.61,,0.00,0.00,23.53,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,10,3,5307,,1,1,0.77,14.4,28.49,,0.00,0.00,23.50,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,10,4,5308,,1,1,0.77,13.9,28.29,,0.00,0.00,23.40,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,10,5,5309,,1,1,0.77,13.3,28.08,,0.00,0.00,23.28,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,10,6,5310,,1,1,0.77,13.9,27.96,,0.00,0.00,23.25,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,10,7,5311,,1,1,1.00,15.6,27.34,,63.67,0.00,22.95,,62.51,0.00,14.70,0.80,7.88,6.53,4.91
Aug,10,8,5312,,1,1,1.00,15,27.29,,60.29,0.00,23.00,,59.13,0.00,14.70,0.80,7.88,6.53,4.91
Aug,10,9,5313,,1,1,1.00,15.6,27.25,,56.16,0.00,23.07,,55.01,0.00,14.70,0.80,7.88,6.53,4.91
Aug,10,10,5314,,1,1,1.00,18.3,27.62,,27.86,0.00,23.54,,27.08,0.00,14.70,0.80,7.88,6.53,4.91
Aug,10,11,5315,,1,1,1.00,21.7,28.11,,0.00,9.57,24.00,,0.00,18.20,14.70,0.80,7.88,6.53,4.91
Aug,10,12,5316,,1,1,1.00,22.8,28.37,,0.00,34.45,24.00,,0.00,21.70,14.70,0.80,7.88,6.53,4.91
Aug,10,13,5317,,1,1,1.00,22.8,28.50,,0.00,47.37,24.00,,0.00,24.47,14.70,0.80,7.88,6.53,4.91
Aug,10,14,5318,,1,1,1.00,25,28.87,,0.00,76.39,24.00,,0.00,34.75,14.70,0.80,7.88,6.53,4.91
Aug,10,15,5319,,1,1,1.00,26.1,29.20,,0.00,99.18,24.00,,0.00,44.11,14.70,0.80,7.88,6.53,4.91
Aug,10,16,5320,,1,1,1.00,26.1,29.35,,0.00,105.83,24.00,,0.00,46.54,14.70,0.80,7.88,6.53,4.91
Aug,10,17,5321,,1,1,1.00,21.7,28.84,,0.00,63.29,24.00,,0.00,27.83,14.70,0.80,7.88,6.53,4.91
Aug,10,18,5322,,1,1,1.00,20,28.59,,0.00,45.59,24.00,,0.00,22.39,14.70,0.80,7.88,6.53,4.91
Aug,10,19,5323,,1,1,1.00,17.2,28.17,,0.00,16.61,24.00,,0.00,16.93,14.70,0.80,7.88,6.53,4.91
Aug,10,20,5324,,1,1,1.00,17.2,28.05,,0.00,12.92,24.00,,0.00,16.69,14.70,0.80,7.88,6.53,4.91
Aug,10,21,5325,,1,1,1.00,16.1,27.79,,0.49,0.00,23.99,,0.47,0.00,14.70,0.80,7.88,6.53,4.91
Aug,10,22,5326,,1,1,0.77,15.6,28.00,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,10,23,5327,,1,1,0.77,15.6,27.88,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,10,24,5328,,1,1,0.77,15.6,27.76,,0.00,0.00,23.99,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,11,1,5329,,1,1,0.77,15,27.59,,0.00,0.00,23.89,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,11,2,5330,,1,1,0.77,14.4,27.42,,0.00,0.00,23.78,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,11,3,5331,,1,1,0.77,14.4,27.28,,0.00,0.00,23.72,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,11,4,5332,,1,1,0.77,12.8,27.02,,0.00,0.00,23.52,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,11,5,5333,,1,1,0.77,13.3,26.90,,0.00,0.00,23.47,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,11,6,5334,,1,1,0.77,13.9,26.81,,0.00,0.00,23.44,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,11,7,5335,,1,1,1.00,15,26.21,,56.43,0.00,23.07,,55.28,0.00,14.70,0.80,7.88,6.53,4.91
Aug,11,8,5336,,1,1,1.00,17.8,26.68,,23.39,0.00,23.61,,22.71,0.00,14.70,0.80,7.88,6.53,4.91
Aug,11,9,5337,,1,1,1.00,20.6,27.07,,0.00,6.07,24.00,,0.00,17.64,14.70,0.80,7.88,6.53,4.91
Aug,11,10,5338,,1,1,1.00,22.8,27.48,,0.00,40.47,24.00,,0.00,22.91,14.70,0.80,7.88,6.53,4.91
Aug,11,11,5339,,1,1,1.00,25,27.94,,0.00,74.94,24.00,,0.00,34.26,14.70,0.80,7.88,6.53,4.91
Aug,11,12,5340,,1,1,1.00,26.7,28.34,,0.00,101.52,24.00,,0.00,45.76,14.70,0.80,7.88,6.53,4.91
Aug,11,13,5341,,1,1,1.00,28.3,28.78,,0.00,128.00,24.00,,0.00,57.68,14.70,0.80,7.88,6.53,4.91
Aug,11,14,5342,,1,1,1.00,29.4,29.19,,0.00,148.89,24.00,,0.00,65.74,14.70,0.80,7.88,6.53,4.91
Aug,11,15,5343,,1,1,1.00,29.4,29.44,,0.00,156.82,24.00,,0.00,67.54,14.70,0.80,7.88,6.53,4.91
Aug,11,16,5344,,1,1,1.00,28.3,29.53,,0.00,151.77,24.00,,0.00,64.57,14.70,0.80,7.88,6.53,4.91
Aug,11,17,5345,,1,1,1.00,26.7,29.46,,0.00,136.35,24.00,,0.00,57.76,14.70,0.80,7.88,6.53,4.91
Aug,11,18,5346,,1,1,1.00,27.2,29.63,,0.00,140.24,24.00,,0.00,59.71,14.70,0.80,7.88,6.53,4.91
Aug,11,19,5347,,1,1,1.00,23.9,29.29,,0.00,106.17,24.00,,0.00,43.77,14.70,0.80,7.88,6.53,4.91
Aug,11,20,5348,,1,1,1.00,22.8,29.16,,0.00,91.96,24.00,,0.00,37.68,14.70,0.80,7.88,6.53,4.91
Aug,11,21,5349,,1,1,1.00,21.7,29.02,,0.00,77.79,24.00,,0.00,32.06,14.70,0.80,7.88,6.53,4.91
Aug,11,22,5350,,1,1,0.77,20.6,29.07,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,11,23,5351,,1,1,0.77,20.6,29.02,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,11,24,5352,,1,1,0.77,18.3,28.78,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,12,1,5353,,1,1,0.77,17.2,28.60,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,12,2,5354,,1,1,0.77,18.9,28.63,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,12,3,5355,,1,1,0.77,18.3,28.51,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,12,4,5356,,1,1,0.77,16.1,28.25,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,12,5,5357,,1,1,0.77,16.7,28.18,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,12,6,5358,,1,1,0.77,16.1,28.02,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,12,7,5359,,1,1,1.00,18.9,27.73,,0.23,0.00,24.00,,0.22,0.00,14.70,0.80,7.88,6.53,4.91
Aug,12,8,5360,,1,1,1.00,22.8,28.38,,0.00,54.23,24.00,,0.00,26.19,14.70,0.80,7.88,6.53,4.91
Aug,12,9,5361,,1,1,1.00,23.3,28.57,,0.00,68.69,24.00,,0.00,30.70,14.70,0.80,7.88,6.53,4.91
Aug,12,10,5362,,1,1,1.00,25,28.95,,0.00,95.50,24.00,,0.00,41.42,14.70,0.80,7.88,6.53,4.91
Aug,12,11,5363,,1,1,1.00,27.8,29.47,,0.00,130.20,24.00,,0.00,57.60,14.70,0.80,7.88,6.53,4.91
Aug,12,12,5364,,1,1,1.00,28.3,29.77,,0.00,143.83,24.00,,0.00,62.55,14.70,0.80,7.88,6.53,4.91
Aug,12,13,5365,,1,1,1.00,29.4,30.15,,0.00,162.57,24.00,,0.00,68.59,14.70,0.80,7.88,6.53,4.91
Aug,12,14,5366,,1,1,1.00,30,30.46,,0.00,174.68,24.00,,0.00,71.00,14.70,0.80,7.88,6.53,4.91
Aug,12,15,5367,,1,1,1.00,30,30.71,,0.00,181.19,24.00,,0.00,71.25,14.70,0.80,7.88,6.53,4.91
Aug,12,16,5368,,1,1,1.00,30,30.91,,0.00,182.97,24.00,,0.00,71.26,14.70,0.80,7.88,6.53,4.91
Aug,12,17,5369,,1,1,1.00,30,31.07,,0.00,182.55,24.00,,0.00,71.26,14.70,0.80,7.88,6.53,4.91
Aug,12,18,5370,,1,1,1.00,28.9,31.07,,0.00,170.60,24.00,,0.00,68.87,14.70,0.80,7.88,6.53,4.91
Aug,12,19,5371,,1,1,1.00,25.6,30.74,,0.00,135.56,24.00,,0.00,55.78,14.70,0.80,7.88,6.53,4.91
Aug,12,20,5372,,1,1,1.00,23.9,30.54,,0.00,114.77,24.00,,0.00,46.66,14.70,0.80,7.88,6.53,4.91
Aug,12,21,5373,,1,1,1.00,21.7,30.24,,0.00,89.12,24.00,,0.00,35.59,14.70,0.80,7.88,6.53,4.91
Aug,12,22,5374,,1,1,0.77,20,30.27,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,12,23,5375,,1,1,0.77,18.9,30.10,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,12,24,5376,,1,1,0.77,17.8,29.91,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,13,1,5377,,1,1,0.77,16.7,29.70,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,13,2,5378,,1,1,0.77,16.1,29.52,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,13,3,5379,,1,1,0.77,15.6,29.33,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,13,4,5380,,1,1,0.77,16.1,29.23,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,13,5,5381,,1,1,0.77,15,29.00,,0.00,0.00,23.99,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,13,6,5382,,1,1,0.77,15.6,28.90,,0.00,0.00,23.98,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,13,7,5383,,1,1,1.00,17.2,28.37,,13.19,0.00,23.78,,12.76,0.00,14.70,0.80,7.88,6.53,4.91
Aug,13,8,5384,,1,1,1.00,19.4,28.74,,0.00,19.32,24.00,,0.00,18.02,14.70,0.80,7.88,6.53,4.91
Aug,13,9,5385,,1,1,1.00,21.7,29.07,,0.00,49.95,24.00,,0.00,24.39,14.70,0.80,7.88,6.53,4.91
Aug,13,10,5386,,1,1,1.00,23.3,29.37,,0.00,73.71,24.00,,0.00,32.26,14.70,0.80,7.88,6.53,4.91
Aug,13,11,5387,,1,1,1.00,27.8,30.05,,0.00,123.91,24.00,,0.00,55.49,14.70,0.80,7.88,6.53,4.91
Aug,13,12,5388,,1,1,1.00,28.3,30.35,,0.00,139.57,24.00,,0.00,61.34,14.70,0.80,7.88,6.53,4.91
Aug,13,13,5389,,1,1,1.00,23,29.85,,0.00,95.78,24.00,,0.00,39.17,14.70,0.80,7.88,6.53,4.91
Aug,13,14,5390,,1,1,1.00,20.6,29.66,,0.00,79.22,24.00,,0.00,31.49,14.70,0.80,7.88,6.53,4.91
Aug,13,15,5391,,1,1,1.00,25,30.14,,0.00,113.50,24.00,,0.00,47.74,14.70,0.80,7.88,6.53,4.91
Aug,13,16,5392,,1,1,1.00,25,30.25,,0.00,117.33,24.00,,0.00,49.05,14.70,0.80,7.88,6.53,4.91
Aug,13,17,5393,,1,1,1.00,23,30.00,,0.00,94.17,24.00,,0.00,38.63,14.70,0.80,7.88,6.53,4.91
Aug,13,18,5394,,1,1,1.00,22.2,29.87,,0.00,82.94,24.00,,0.00,34.13,14.70,0.80,7.88,6.53,4.91
Aug,13,19,5395,,1,1,1.00,20.6,29.63,,0.00,64.30,24.00,,0.00,27.27,14.70,0.80,7.88,6.53,4.91
Aug,13,20,5396,,1,1,1.00,20,29.48,,0.00,54.58,24.00,,0.00,24.40,14.70,0.80,7.88,6.53,4.91
Aug,13,21,5397,,1,1,1.00,20,29.39,,0.00,50.80,24.00,,0.00,23.52,14.70,0.80,7.88,6.53,4.91
Aug,13,22,5398,,1,1,0.77,19.4,29.54,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,13,23,5399,,1,1,0.77,17.8,29.32,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
Aug,13,24,5400,,1,1,0.77,17.8,29.22,,0.00,0.00,24.00,,0.00,0.00,0.00,0.61,6.04,6.53,3.76
